Technologies,Hours,Availability
wind_off,3275,0.0617
ror,3275,0.507011985
pv_ea,3275,0.46
pv_ne,3275,0.46
pv_nw,3275,0.352
pv_we,3275,0.37
pv_sw,3275,0.375
pv_se,3275,0.34
wind_ea,3275,0.2303125
wind_ne,3275,0.418064516
wind_nw,3275,0.362666667
wind_we,3275,0.182797203
wind_sw,3275,0.034065934
wind_se,3275,0.083863636
wind_off,3276,0.0961
ror,3276,0.507011985
pv_ea,3276,0.42
pv_ne,3276,0.42
pv_nw,3276,0.356
pv_we,3276,0.36
pv_sw,3276,0.4225
pv_se,3276,0.376666667
wind_ea,3276,0.249375
wind_ne,3276,0.423225806
wind_nw,3276,0.372
wind_we,3276,0.202167832
wind_sw,3276,0.045164835
wind_se,3276,0.097045455
wind_off,3277,0.1614
ror,3277,0.507011985
pv_ea,3277,0.39
pv_ne,3277,0.39
pv_nw,3277,0.362
pv_we,3277,0.3875
pv_sw,3277,0.465
pv_se,3277,0.423333333
wind_ea,3277,0.2675
wind_ne,3277,0.426451613
wind_nw,3277,0.382933333
wind_we,3277,0.207972028
wind_sw,3277,0.053956044
wind_se,3277,0.107045455
wind_off,3278,0.2222
ror,3278,0.507011985
pv_ea,3278,0.35
pv_ne,3278,0.35
pv_nw,3278,0.352
pv_we,3278,0.3925
pv_sw,3278,0.4725
pv_se,3278,0.433333333
wind_ea,3278,0.276875
wind_ne,3278,0.420967742
wind_nw,3278,0.396133333
wind_we,3278,0.208881119
wind_sw,3278,0.059450549
wind_se,3278,0.111818182
wind_off,3279,0.3125
ror,3279,0.507011985
pv_ea,3279,0.32
pv_ne,3279,0.32
pv_nw,3279,0.324
pv_we,3279,0.375
pv_sw,3279,0.4475
pv_se,3279,0.42
wind_ea,3279,0.280625
wind_ne,3279,0.412903226
wind_nw,3279,0.407866667
wind_we,3279,0.197692308
wind_sw,3279,0.062307692
wind_se,3279,0.114545455
wind_off,3280,0.4754
ror,3280,0.507011985
pv_ea,3280,0.28
pv_ne,3280,0.28
pv_nw,3280,0.27
pv_we,3280,0.325
pv_sw,3280,0.375
pv_se,3280,0.366666667
wind_ea,3280,0.278125
wind_ne,3280,0.396451613
wind_nw,3280,0.406533333
wind_we,3280,0.185594406
wind_sw,3280,0.059010989
wind_se,3280,0.110227273
wind_off,3281,0.5781
ror,3281,0.507011985
pv_ea,3281,0.21
pv_ne,3281,0.21
pv_nw,3281,0.206
pv_we,3281,0.23
pv_sw,3281,0.28
pv_se,3281,0.266666667
wind_ea,3281,0.2609375
wind_ne,3281,0.377419355
wind_nw,3281,0.393066667
wind_we,3281,0.165594406
wind_sw,3281,0.058571429
wind_se,3281,0.100454545
wind_off,3282,0.5722
ror,3282,0.507011985
pv_ea,3282,0.13
pv_ne,3282,0.13
pv_nw,3282,0.142
pv_we,3282,0.15
pv_sw,3282,0.1725
pv_se,3282,0.166666667
wind_ea,3282,0.215625
wind_ne,3282,0.338709677
wind_nw,3282,0.360933333
wind_we,3282,0.137202797
wind_sw,3282,0.055934066
wind_se,3282,0.084318182
wind_off,3283,0.6037
ror,3283,0.507011985
pv_ea,3283,0.06
pv_ne,3283,0.06
pv_nw,3283,0.068
pv_we,3283,0.0675
pv_sw,3283,0.08
pv_se,3283,0.063333333
wind_ea,3283,0.141875
wind_ne,3283,0.275483871
wind_nw,3283,0.306
wind_we,3283,0.113146853
wind_sw,3283,0.05032967
wind_se,3283,0.060909091
wind_off,3284,0.6678
ror,3284,0.507011985
pv_ea,3284,0.01
pv_ne,3284,0.01
pv_nw,3284,0.018
pv_we,3284,0.0175
pv_sw,3284,0.02
pv_se,3284,0.013333333
wind_ea,3284,0.1003125
wind_ne,3284,0.23516129
wind_nw,3284,0.251066667
wind_we,3284,0.111398601
wind_sw,3284,0.044285714
wind_se,3284,0.047727273
wind_off,3285,0.7609
ror,3285,0.507011985
pv_ea,3285,0.0
pv_ne,3285,0.0
pv_nw,3285,0.0
pv_we,3285,0.0
pv_sw,3285,0.0
pv_se,3285,0.0
wind_ea,3285,0.0753125
wind_ne,3285,0.219677419
wind_nw,3285,0.202533333
wind_we,3285,0.107482517
wind_sw,3285,0.043956044
wind_se,3285,0.040454545
wind_off,3286,0.7905
ror,3286,0.507011985
pv_ea,3286,0.0
pv_ne,3286,0.0
pv_nw,3286,0.0
pv_we,3286,0.0
pv_sw,3286,0.0
pv_se,3286,0.0
wind_ea,3286,0.0671875
wind_ne,3286,0.202258065
wind_nw,3286,0.157733333
wind_we,3286,0.075174825
wind_sw,3286,0.044065934
wind_se,3286,0.040227273
wind_off,3287,0.7832
ror,3287,0.507011985
pv_ea,3287,0.0
pv_ne,3287,0.0
pv_nw,3287,0.0
pv_we,3287,0.0
pv_sw,3287,0.0
pv_se,3287,0.0
wind_ea,3287,0.0784375
wind_ne,3287,0.192903226
wind_nw,3287,0.128533333
wind_we,3287,0.040769231
wind_sw,3287,0.042197802
wind_se,3287,0.044545455
wind_off,3288,0.7825
ror,3288,0.507011985
pv_ea,3288,0.0
pv_ne,3288,0.0
pv_nw,3288,0.0
pv_we,3288,0.0
pv_sw,3288,0.0
pv_se,3288,0.0
wind_ea,3288,0.111875
wind_ne,3288,0.186129032
wind_nw,3288,0.111733333
wind_we,3288,0.021608392
wind_sw,3288,0.042747253
wind_se,3288,0.058409091
wind_off,3289,0.7882
ror,3289,0.507011985
pv_ea,3289,0.0
pv_ne,3289,0.0
pv_nw,3289,0.0
pv_we,3289,0.0
pv_sw,3289,0.0
pv_se,3289,0.0
wind_ea,3289,0.1484375
wind_ne,3289,0.179354839
wind_nw,3289,0.098133333
wind_we,3289,0.021608392
wind_sw,3289,0.053626374
wind_se,3289,0.082954545
wind_off,3290,0.7893
ror,3290,0.507011985
pv_ea,3290,0.0
pv_ne,3290,0.0
pv_nw,3290,0.0
pv_we,3290,0.0
pv_sw,3290,0.0
pv_se,3290,0.0
wind_ea,3290,0.170625
wind_ne,3290,0.169677419
wind_nw,3290,0.0932
wind_we,3290,0.029440559
wind_sw,3290,0.070879121
wind_se,3290,0.110681818
wind_off,3291,0.7639
ror,3291,0.507011985
pv_ea,3291,0.0
pv_ne,3291,0.0
pv_nw,3291,0.0
pv_we,3291,0.0
pv_sw,3291,0.0
pv_se,3291,0.0
wind_ea,3291,0.17375
wind_ne,3291,0.152258065
wind_nw,3291,0.096
wind_we,3291,0.047062937
wind_sw,3291,0.080769231
wind_se,3291,0.13
wind_off,3292,0.6404
ror,3292,0.507011985
pv_ea,3292,0.0
pv_ne,3292,0.0
pv_nw,3292,0.0
pv_we,3292,0.0
pv_sw,3292,0.0
pv_se,3292,0.0
wind_ea,3292,0.1646875
wind_ne,3292,0.133548387
wind_nw,3292,0.107466667
wind_we,3292,0.077692308
wind_sw,3292,0.085824176
wind_se,3292,0.140227273
wind_off,3293,0.6091
ror,3293,0.507011985
pv_ea,3293,0.01
pv_ne,3293,0.01
pv_nw,3293,0.002
pv_we,3293,0.0
pv_sw,3293,0.0
pv_se,3293,0.0
wind_ea,3293,0.151875
wind_ne,3293,0.109354839
wind_nw,3293,0.120266667
wind_we,3293,0.113006993
wind_sw,3293,0.083406593
wind_se,3293,0.138863636
wind_off,3294,0.6156
ror,3294,0.507011985
pv_ea,3294,0.05
pv_ne,3294,0.05
pv_nw,3294,0.03
pv_we,3294,0.0275
pv_sw,3294,0.0325
pv_se,3294,0.043333333
wind_ea,3294,0.1228125
wind_ne,3294,0.08
wind_nw,3294,0.123866667
wind_we,3294,0.146363636
wind_sw,3294,0.079120879
wind_se,3294,0.124090909
wind_off,3295,0.521
ror,3295,0.507011985
pv_ea,3295,0.12
pv_ne,3295,0.12
pv_nw,3295,0.08
pv_we,3295,0.095
pv_sw,3295,0.115
pv_se,3295,0.133333333
wind_ea,3295,0.0796875
wind_ne,3295,0.056129032
wind_nw,3295,0.0964
wind_we,3295,0.115244755
wind_sw,3295,0.048681319
wind_se,3295,0.069772727
wind_off,3296,0.516
ror,3296,0.507011985
pv_ea,3296,0.2
pv_ne,3296,0.2
pv_nw,3296,0.146
pv_we,3296,0.195
pv_sw,3296,0.2325
pv_se,3296,0.253333333
wind_ea,3296,0.080625
wind_ne,3296,0.049354839
wind_nw,3296,0.0876
wind_we,3296,0.109020979
wind_sw,3296,0.038681319
wind_se,3296,0.059318182
wind_off,3297,0.4919
ror,3297,0.507011985
pv_ea,3297,0.3
pv_ne,3297,0.3
pv_nw,3297,0.218
pv_we,3297,0.3125
pv_sw,3297,0.36
pv_se,3297,0.386666667
wind_ea,3297,0.115
wind_ne,3297,0.050967742
wind_nw,3297,0.114666667
wind_we,3297,0.172727273
wind_sw,3297,0.061208791
wind_se,3297,0.062727273
wind_off,3298,0.4976
ror,3298,0.507011985
pv_ea,3298,0.41
pv_ne,3298,0.41
pv_nw,3298,0.292
pv_we,3298,0.405
pv_sw,3298,0.465
pv_se,3298,0.486666667
wind_ea,3298,0.136875
wind_ne,3298,0.056129032
wind_nw,3298,0.156533333
wind_we,3298,0.232237762
wind_sw,3298,0.074505495
wind_se,3298,0.054318182
wind_off,3299,0.3547
ror,3299,0.507011985
pv_ea,3299,0.46
pv_ne,3299,0.46
pv_nw,3299,0.33
pv_we,3299,0.44
pv_sw,3299,0.53
pv_se,3299,0.53
wind_ea,3299,0.148125
wind_ne,3299,0.063870968
wind_nw,3299,0.191066667
wind_we,3299,0.272307692
wind_sw,3299,0.086703297
wind_se,3299,0.054318182
wind_off,3300,0.251
ror,3300,0.507011985
pv_ea,3300,0.49
pv_ne,3300,0.49
pv_nw,3300,0.35
pv_we,3300,0.475
pv_sw,3300,0.5625
pv_se,3300,0.566666667
wind_ea,3300,0.165
wind_ne,3300,0.07516129
wind_nw,3300,0.2204
wind_we,3300,0.307622378
wind_sw,3300,0.104175824
wind_se,3300,0.058863636
wind_off,3301,0.2324
ror,3301,0.507011985
pv_ea,3301,0.49
pv_ne,3301,0.49
pv_nw,3301,0.35
pv_we,3301,0.49
pv_sw,3301,0.5775
pv_se,3301,0.586666667
wind_ea,3301,0.18
wind_ne,3301,0.091612903
wind_nw,3301,0.248666667
wind_we,3301,0.325104895
wind_sw,3301,0.126703297
wind_se,3301,0.068409091
wind_off,3302,0.1659
ror,3302,0.507011985
pv_ea,3302,0.47
pv_ne,3302,0.47
pv_nw,3302,0.332
pv_we,3302,0.4775
pv_sw,3302,0.565
pv_se,3302,0.58
wind_ea,3302,0.1934375
wind_ne,3302,0.101290323
wind_nw,3302,0.257866667
wind_we,3302,0.33972028
wind_sw,3302,0.153846154
wind_se,3302,0.081590909
wind_off,3303,0.1152
ror,3303,0.507011985
pv_ea,3303,0.42
pv_ne,3303,0.42
pv_nw,3303,0.29
pv_we,3303,0.45
pv_sw,3303,0.51
pv_se,3303,0.526666667
wind_ea,3303,0.2
wind_ne,3303,0.11
wind_nw,3303,0.245733333
wind_we,3303,0.351188811
wind_sw,3303,0.179010989
wind_se,3303,0.093863636
wind_off,3304,0.086
ror,3304,0.507011985
pv_ea,3304,0.34
pv_ne,3304,0.34
pv_nw,3304,0.224
pv_we,3304,0.37
pv_sw,3304,0.4125
pv_se,3304,0.436666667
wind_ea,3304,0.1928125
wind_ne,3304,0.111935484
wind_nw,3304,0.211466667
wind_we,3304,0.34020979
wind_sw,3304,0.197582418
wind_se,3304,0.101590909
wind_off,3305,0.0681
ror,3305,0.507011985
pv_ea,3305,0.25
pv_ne,3305,0.25
pv_nw,3305,0.15
pv_we,3305,0.255
pv_sw,3305,0.2875
pv_se,3305,0.303333333
wind_ea,3305,0.1834375
wind_ne,3305,0.122258065
wind_nw,3305,0.179066667
wind_we,3305,0.330699301
wind_sw,3305,0.209230769
wind_se,3305,0.104090909
wind_off,3306,0.0456
ror,3306,0.507011985
pv_ea,3306,0.15
pv_ne,3306,0.15
pv_nw,3306,0.086
pv_we,3306,0.135
pv_sw,3306,0.1575
pv_se,3306,0.163333333
wind_ea,3306,0.156875
wind_ne,3306,0.140322581
wind_nw,3306,0.175866667
wind_we,3306,0.304825175
wind_sw,3306,0.203076923
wind_se,3306,0.093636364
wind_off,3307,0.06
ror,3307,0.507011985
pv_ea,3307,0.06
pv_ne,3307,0.06
pv_nw,3307,0.04
pv_we,3307,0.06
pv_sw,3307,0.0625
pv_se,3307,0.066666667
wind_ea,3307,0.13125
wind_ne,3307,0.157096774
wind_nw,3307,0.204933333
wind_we,3307,0.277832168
wind_sw,3307,0.18021978
wind_se,3307,0.076818182
wind_off,3308,0.0597
ror,3308,0.507011985
pv_ea,3308,0.01
pv_ne,3308,0.01
pv_nw,3308,0.008
pv_we,3308,0.01
pv_sw,3308,0.015
pv_se,3308,0.01
wind_ea,3308,0.1440625
wind_ne,3308,0.177419355
wind_nw,3308,0.248133333
wind_we,3308,0.271468531
wind_sw,3308,0.185274725
wind_se,3308,0.072727273
wind_off,3309,0.0588
ror,3309,0.507011985
pv_ea,3309,0.0
pv_ne,3309,0.0
pv_nw,3309,0.0
pv_we,3309,0.0
pv_sw,3309,0.0
pv_se,3309,0.0
wind_ea,3309,0.1671875
wind_ne,3309,0.19
wind_nw,3309,0.285333333
wind_we,3309,0.262797203
wind_sw,3309,0.196373626
wind_se,3309,0.074545455
wind_off,3310,0.0732
ror,3310,0.507011985
pv_ea,3310,0.0
pv_ne,3310,0.0
pv_nw,3310,0.0
pv_we,3310,0.0
pv_sw,3310,0.0
pv_se,3310,0.0
wind_ea,3310,0.1946875
wind_ne,3310,0.200645161
wind_nw,3310,0.3056
wind_we,3310,0.262167832
wind_sw,3310,0.201208791
wind_se,3310,0.084090909
wind_off,3311,0.0915
ror,3311,0.507011985
pv_ea,3311,0.0
pv_ne,3311,0.0
pv_nw,3311,0.0
pv_we,3311,0.0
pv_sw,3311,0.0
pv_se,3311,0.0
wind_ea,3311,0.223125
wind_ne,3311,0.207419355
wind_nw,3311,0.3028
wind_we,3311,0.244265734
wind_sw,3311,0.205164835
wind_se,3311,0.100681818
wind_off,3312,0.1297
ror,3312,0.507011985
pv_ea,3312,0.0
pv_ne,3312,0.0
pv_nw,3312,0.0
pv_we,3312,0.0
pv_sw,3312,0.0
pv_se,3312,0.0
wind_ea,3312,0.24375
wind_ne,3312,0.208387097
wind_nw,3312,0.2664
wind_we,3312,0.242097902
wind_sw,3312,0.211868132
wind_se,3312,0.1175
wind_off,3313,0.1726
ror,3313,0.507011985
pv_ea,3313,0.0
pv_ne,3313,0.0
pv_nw,3313,0.0
pv_we,3313,0.0
pv_sw,3313,0.0
pv_se,3313,0.0
wind_ea,3313,0.2528125
wind_ne,3313,0.193225806
wind_nw,3313,0.2272
wind_we,3313,0.229020979
wind_sw,3313,0.217692308
wind_se,3313,0.134318182
wind_off,3314,0.1783
ror,3314,0.507011985
pv_ea,3314,0.0
pv_ne,3314,0.0
pv_nw,3314,0.0
pv_we,3314,0.0
pv_sw,3314,0.0
pv_se,3314,0.0
wind_ea,3314,0.2534375
wind_ne,3314,0.17483871
wind_nw,3314,0.210666667
wind_we,3314,0.213846154
wind_sw,3314,0.224065934
wind_se,3314,0.145
wind_off,3315,0.2241
ror,3315,0.507011985
pv_ea,3315,0.0
pv_ne,3315,0.0
pv_nw,3315,0.0
pv_we,3315,0.0
pv_sw,3315,0.0
pv_se,3315,0.0
wind_ea,3315,0.24125
wind_ne,3315,0.163225806
wind_nw,3315,0.196533333
wind_we,3315,0.205454545
wind_sw,3315,0.212857143
wind_se,3315,0.1575
wind_off,3316,0.2798
ror,3316,0.507011985
pv_ea,3316,0.0
pv_ne,3316,0.0
pv_nw,3316,0.0
pv_we,3316,0.0
pv_sw,3316,0.0
pv_se,3316,0.0
wind_ea,3316,0.2303125
wind_ne,3316,0.161612903
wind_nw,3316,0.190133333
wind_we,3316,0.217412587
wind_sw,3316,0.197362637
wind_se,3316,0.161818182
wind_off,3317,0.3777
ror,3317,0.507011985
pv_ea,3317,0.01
pv_ne,3317,0.01
pv_nw,3317,0.002
pv_we,3317,0.0
pv_sw,3317,0.0
pv_se,3317,0.0
wind_ea,3317,0.221875
wind_ne,3317,0.162258065
wind_nw,3317,0.199333333
wind_we,3317,0.233706294
wind_sw,3317,0.177252747
wind_se,3317,0.155681818
wind_off,3318,0.4548
ror,3318,0.507011985
pv_ea,3318,0.04
pv_ne,3318,0.04
pv_nw,3318,0.028
pv_we,3318,0.0175
pv_sw,3318,0.02
pv_se,3318,0.02
wind_ea,3318,0.1753125
wind_ne,3318,0.13483871
wind_nw,3318,0.2016
wind_we,3318,0.237832168
wind_sw,3318,0.161428571
wind_se,3318,0.143863636
wind_off,3319,0.4724
ror,3319,0.507011985
pv_ea,3319,0.09
pv_ne,3319,0.09
pv_nw,3319,0.072
pv_we,3319,0.075
pv_sw,3319,0.075
pv_se,3319,0.06
wind_ea,3319,0.1240625
wind_ne,3319,0.113225806
wind_nw,3319,0.2308
wind_we,3319,0.26020979
wind_sw,3319,0.16021978
wind_se,3319,0.119772727
wind_off,3320,0.4324
ror,3320,0.507011985
pv_ea,3320,0.16
pv_ne,3320,0.16
pv_nw,3320,0.144
pv_we,3320,0.1425
pv_sw,3320,0.13
pv_se,3320,0.106666667
wind_ea,3320,0.1215625
wind_ne,3320,0.137741935
wind_nw,3320,0.316666667
wind_we,3320,0.334475524
wind_sw,3320,0.20032967
wind_se,3320,0.116818182
wind_off,3321,0.3331
ror,3321,0.507011985
pv_ea,3321,0.25
pv_ne,3321,0.25
pv_nw,3321,0.248
pv_we,3321,0.235
pv_sw,3321,0.2025
pv_se,3321,0.16
wind_ea,3321,0.1653125
wind_ne,3321,0.164193548
wind_nw,3321,0.382533333
wind_we,3321,0.375104895
wind_sw,3321,0.23
wind_se,3321,0.142045455
wind_off,3322,0.2783
ror,3322,0.507011985
pv_ea,3322,0.34
pv_ne,3322,0.34
pv_nw,3322,0.318
pv_we,3322,0.3275
pv_sw,3322,0.255
pv_se,3322,0.23
wind_ea,3322,0.2053125
wind_ne,3322,0.199354839
wind_nw,3322,0.4128
wind_we,3322,0.395874126
wind_sw,3322,0.238461538
wind_se,3322,0.164318182
wind_off,3323,0.3659
ror,3323,0.507011985
pv_ea,3323,0.4
pv_ne,3323,0.4
pv_nw,3323,0.368
pv_we,3323,0.3825
pv_sw,3323,0.2925
pv_se,3323,0.283333333
wind_ea,3323,0.2384375
wind_ne,3323,0.231612903
wind_nw,3323,0.4244
wind_we,3323,0.41020979
wind_sw,3323,0.242197802
wind_se,3323,0.174545455
wind_off,3324,0.3645
ror,3324,0.507011985
pv_ea,3324,0.43
pv_ne,3324,0.43
pv_nw,3324,0.39
pv_we,3324,0.4025
pv_sw,3324,0.32
pv_se,3324,0.33
wind_ea,3324,0.263125
wind_ne,3324,0.260967742
wind_nw,3324,0.4288
wind_we,3324,0.42034965
wind_sw,3324,0.245714286
wind_se,3324,0.174545455
wind_off,3325,0.3505
ror,3325,0.507011985
pv_ea,3325,0.46
pv_ne,3325,0.46
pv_nw,3325,0.392
pv_we,3325,0.395
pv_sw,3325,0.3425
pv_se,3325,0.333333333
wind_ea,3325,0.2784375
wind_ne,3325,0.28483871
wind_nw,3325,0.4304
wind_we,3325,0.424825175
wind_sw,3325,0.25021978
wind_se,3325,0.167272727
wind_off,3326,0.34
ror,3326,0.507011985
pv_ea,3326,0.48
pv_ne,3326,0.48
pv_nw,3326,0.366
pv_we,3326,0.385
pv_sw,3326,0.355
pv_se,3326,0.313333333
wind_ea,3326,0.2784375
wind_ne,3326,0.295483871
wind_nw,3326,0.4256
wind_we,3326,0.425034965
wind_sw,3326,0.255604396
wind_se,3326,0.156363636
wind_off,3327,0.3245
ror,3327,0.507011985
pv_ea,3327,0.44
pv_ne,3327,0.44
pv_nw,3327,0.312
pv_we,3327,0.3175
pv_sw,3327,0.3325
pv_se,3327,0.256666667
wind_ea,3327,0.27
wind_ne,3327,0.291612903
wind_nw,3327,0.420133333
wind_we,3327,0.424265734
wind_sw,3327,0.254395604
wind_se,3327,0.142954545
wind_off,3328,0.2786
ror,3328,0.507011985
pv_ea,3328,0.37
pv_ne,3328,0.37
pv_nw,3328,0.262
pv_we,3328,0.2575
pv_sw,3328,0.2825
pv_se,3328,0.19
wind_ea,3328,0.2496875
wind_ne,3328,0.277096774
wind_nw,3328,0.402133333
wind_we,3328,0.40979021
wind_sw,3328,0.242087912
wind_se,3328,0.127954545
wind_off,3329,0.3316
ror,3329,0.507011985
pv_ea,3329,0.27
pv_ne,3329,0.27
pv_nw,3329,0.196
pv_we,3329,0.1975
pv_sw,3329,0.205
pv_se,3329,0.136666667
wind_ea,3329,0.226875
wind_ne,3329,0.251935484
wind_nw,3329,0.369466667
wind_we,3329,0.376083916
wind_sw,3329,0.22967033
wind_se,3329,0.111590909
wind_off,3330,0.3972
ror,3330,0.507011985
pv_ea,3330,0.15
pv_ne,3330,0.15
pv_nw,3330,0.136
pv_we,3330,0.125
pv_sw,3330,0.1275
pv_se,3330,0.08
wind_ea,3330,0.1959375
wind_ne,3330,0.21516129
wind_nw,3330,0.311733333
wind_we,3330,0.323006993
wind_sw,3330,0.205824176
wind_se,3330,0.096818182
wind_off,3331,0.3906
ror,3331,0.507011985
pv_ea,3331,0.07
pv_ne,3331,0.07
pv_nw,3331,0.066
pv_we,3331,0.07
pv_sw,3331,0.0525
pv_se,3331,0.036666667
wind_ea,3331,0.1528125
wind_ne,3331,0.157741935
wind_nw,3331,0.2284
wind_we,3331,0.245734266
wind_sw,3331,0.17010989
wind_se,3331,0.080454545
wind_off,3332,0.321
ror,3332,0.507011985
pv_ea,3332,0.01
pv_ne,3332,0.01
pv_nw,3332,0.02
pv_we,3332,0.02
pv_sw,3332,0.015
pv_se,3332,0.006666667
wind_ea,3332,0.1396875
wind_ne,3332,0.133548387
wind_nw,3332,0.178533333
wind_we,3332,0.179160839
wind_sw,3332,0.132637363
wind_se,3332,0.077272727
wind_off,3333,0.309
ror,3333,0.507011985
pv_ea,3333,0.0
pv_ne,3333,0.0
pv_nw,3333,0.0
pv_we,3333,0.0
pv_sw,3333,0.0
pv_se,3333,0.0
wind_ea,3333,0.134375
wind_ne,3333,0.119354839
wind_nw,3333,0.168
wind_we,3333,0.164475524
wind_sw,3333,0.108901099
wind_se,3333,0.083409091
wind_off,3334,0.3248
ror,3334,0.507011985
pv_ea,3334,0.0
pv_ne,3334,0.0
pv_nw,3334,0.0
pv_we,3334,0.0
pv_sw,3334,0.0
pv_se,3334,0.0
wind_ea,3334,0.1265625
wind_ne,3334,0.099032258
wind_nw,3334,0.177866667
wind_we,3334,0.183076923
wind_sw,3334,0.093956044
wind_se,3334,0.087727273
wind_off,3335,0.3124
ror,3335,0.507011985
pv_ea,3335,0.0
pv_ne,3335,0.0
pv_nw,3335,0.0
pv_we,3335,0.0
pv_sw,3335,0.0
pv_se,3335,0.0
wind_ea,3335,0.1165625
wind_ne,3335,0.085483871
wind_nw,3335,0.198
wind_we,3335,0.198461538
wind_sw,3335,0.089010989
wind_se,3335,0.086590909
wind_off,3336,0.3902
ror,3336,0.507011985
pv_ea,3336,0.0
pv_ne,3336,0.0
pv_nw,3336,0.0
pv_we,3336,0.0
pv_sw,3336,0.0
pv_se,3336,0.0
wind_ea,3336,0.098125
wind_ne,3336,0.082903226
wind_nw,3336,0.208133333
wind_we,3336,0.206783217
wind_sw,3336,0.087032967
wind_se,3336,0.080454545
wind_off,3337,0.4416
ror,3337,0.507011985
pv_ea,3337,0.0
pv_ne,3337,0.0
pv_nw,3337,0.0
pv_we,3337,0.0
pv_sw,3337,0.0
pv_se,3337,0.0
wind_ea,3337,0.07875
wind_ne,3337,0.080322581
wind_nw,3337,0.210933333
wind_we,3337,0.212377622
wind_sw,3337,0.084835165
wind_se,3337,0.077954545
wind_off,3338,0.3438
ror,3338,0.507011985
pv_ea,3338,0.0
pv_ne,3338,0.0
pv_nw,3338,0.0
pv_we,3338,0.0
pv_sw,3338,0.0
pv_se,3338,0.0
wind_ea,3338,0.0671875
wind_ne,3338,0.073225806
wind_nw,3338,0.211066667
wind_we,3338,0.213916084
wind_sw,3338,0.085934066
wind_se,3338,0.075681818
wind_off,3339,0.2754
ror,3339,0.507011985
pv_ea,3339,0.0
pv_ne,3339,0.0
pv_nw,3339,0.0
pv_we,3339,0.0
pv_sw,3339,0.0
pv_se,3339,0.0
wind_ea,3339,0.0703125
wind_ne,3339,0.067741935
wind_nw,3339,0.2096
wind_we,3339,0.213566434
wind_sw,3339,0.082087912
wind_se,3339,0.069545455
wind_off,3340,0.2456
ror,3340,0.507011985
pv_ea,3340,0.0
pv_ne,3340,0.0
pv_nw,3340,0.0
pv_we,3340,0.0
pv_sw,3340,0.0
pv_se,3340,0.0
wind_ea,3340,0.0740625
wind_ne,3340,0.065806452
wind_nw,3340,0.2024
wind_we,3340,0.207062937
wind_sw,3340,0.079450549
wind_se,3340,0.061136364
wind_off,3341,0.2314
ror,3341,0.507011985
pv_ea,3341,0.0
pv_ne,3341,0.0
pv_nw,3341,0.0
pv_we,3341,0.0
pv_sw,3341,0.0
pv_se,3341,0.0
wind_ea,3341,0.0775
wind_ne,3341,0.059032258
wind_nw,3341,0.188266667
wind_we,3341,0.199300699
wind_sw,3341,0.078131868
wind_se,3341,0.051363636
wind_off,3342,0.2052
ror,3342,0.507011985
pv_ea,3342,0.04
pv_ne,3342,0.04
pv_nw,3342,0.032
pv_we,3342,0.02
pv_sw,3342,0.0225
pv_se,3342,0.013333333
wind_ea,3342,0.071875
wind_ne,3342,0.050967742
wind_nw,3342,0.154
wind_we,3342,0.166573427
wind_sw,3342,0.06978022
wind_se,3342,0.049318182
wind_off,3343,0.1902
ror,3343,0.507011985
pv_ea,3343,0.09
pv_ne,3343,0.09
pv_nw,3343,0.096
pv_we,3343,0.0725
pv_sw,3343,0.0725
pv_se,3343,0.046666667
wind_ea,3343,0.0596875
wind_ne,3343,0.037419355
wind_nw,3343,0.124533333
wind_we,3343,0.135524476
wind_sw,3343,0.057692308
wind_se,3343,0.046590909
wind_off,3344,0.1928
ror,3344,0.507011985
pv_ea,3344,0.14
pv_ne,3344,0.14
pv_nw,3344,0.186
pv_we,3344,0.145
pv_sw,3344,0.1375
pv_se,3344,0.093333333
wind_ea,3344,0.040625
wind_ne,3344,0.027741935
wind_nw,3344,0.145866667
wind_we,3344,0.151958042
wind_sw,3344,0.064065934
wind_se,3344,0.040227273
wind_off,3345,0.1756
ror,3345,0.507011985
pv_ea,3345,0.2
pv_ne,3345,0.2
pv_nw,3345,0.258
pv_we,3345,0.2225
pv_sw,3345,0.195
pv_se,3345,0.153333333
wind_ea,3345,0.0346875
wind_ne,3345,0.030645161
wind_nw,3345,0.164266667
wind_we,3345,0.15965035
wind_sw,3345,0.070659341
wind_se,3345,0.040681818
wind_off,3346,0.1817
ror,3346,0.507011985
pv_ea,3346,0.26
pv_ne,3346,0.26
pv_nw,3346,0.296
pv_we,3346,0.2725
pv_sw,3346,0.24
pv_se,3346,0.176666667
wind_ea,3346,0.041875
wind_ne,3346,0.036129032
wind_nw,3346,0.168
wind_we,3346,0.15986014
wind_sw,3346,0.079450549
wind_se,3346,0.0425
wind_off,3347,0.1682
ror,3347,0.507011985
pv_ea,3347,0.31
pv_ne,3347,0.31
pv_nw,3347,0.324
pv_we,3347,0.3025
pv_sw,3347,0.275
pv_se,3347,0.193333333
wind_ea,3347,0.0521875
wind_ne,3347,0.049032258
wind_nw,3347,0.159733333
wind_we,3347,0.151328671
wind_sw,3347,0.084285714
wind_se,3347,0.043863636
wind_off,3348,0.161
ror,3348,0.507011985
pv_ea,3348,0.32
pv_ne,3348,0.32
pv_nw,3348,0.326
pv_we,3348,0.3125
pv_sw,3348,0.3125
pv_se,3348,0.21
wind_ea,3348,0.060625
wind_ne,3348,0.060645161
wind_nw,3348,0.155066667
wind_we,3348,0.143636364
wind_sw,3348,0.085384615
